               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   6,             0.11342,             0.12395,            0.059997,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          7.4625e-05,          7.4625e-05,            0.085335
                   7,             0.11604,             0.13928,            0.059954,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          5.9522e-05,          5.9522e-05,            0.085059
                   7,             0.11604,             0.13928,            0.059954,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          5.9522e-05,          5.9522e-05,            0.085059
                   7,             0.11604,             0.13928,            0.059954,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          5.9522e-05,          5.9522e-05,            0.085059
                   7,             0.11604,             0.13928,            0.059954,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          5.9522e-05,          5.9522e-05,            0.085059
                   7,             0.11604,             0.13928,            0.059954,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          5.9522e-05,          5.9522e-05,            0.085059
                   8,             0.11162,             0.11898,            0.059755,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.3694e-05,          4.3694e-05,            0.084782
                   8,             0.11162,             0.11898,            0.059755,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.3694e-05,          4.3694e-05,            0.084782
                   8,             0.11162,             0.11898,            0.059755,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.3694e-05,          4.3694e-05,            0.084782
                   8,             0.11162,             0.11898,            0.059755,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.3694e-05,          4.3694e-05,            0.084782
                   8,             0.11162,             0.11898,            0.059755,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.3694e-05,          4.3694e-05,            0.084782
                   9,             0.11276,             0.11978,            0.059728,                   0,                   0,                   0,                   0,             0.10797,             0.10199,            0.059616,          3.1842e-05,          3.1842e-05,            0.084509
                   9,             0.11276,             0.11978,            0.059728,                   0,                   0,                   0,                   0,             0.10797,             0.10199,            0.059616,          3.1842e-05,          3.1842e-05,            0.084509
                   9,             0.11276,             0.11978,            0.059728,                   0,                   0,                   0,                   0,             0.10797,             0.10199,            0.059616,          3.1842e-05,          3.1842e-05,            0.084509
                   9,             0.11276,             0.11978,            0.059728,                   0,                   0,                   0,                   0,             0.10797,             0.10199,            0.059616,          3.1842e-05,          3.1842e-05,            0.084509
                   9,             0.11276,             0.11978,            0.059728,                   0,                   0,                   0,                   0,             0.10797,             0.10199,            0.059616,          3.1842e-05,          3.1842e-05,            0.084509
                   0,             0.12161,             0.11131,            0.062144,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           1.814e-05,           1.814e-05,            0.086844
                   0,             0.12161,             0.11131,            0.062144,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           1.814e-05,           1.814e-05,            0.086844
                   0,             0.12161,             0.11131,            0.062144,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           1.814e-05,           1.814e-05,            0.086844
